"outlet_name","political_leaning","link","domain","domain_stripped","source","factuality","bias","qr_check"
"New Republic","Left","https://newrepublic.com/","newrepublic.com","newrepublic","MBFC","high","Left Bias","reliable"
"NewsOne","Left","https://newsone.com/","newsone.com","newsone","MBFC","mostly factual","Left Bias","reliable"
"North99","Left","https://north99.org/","north99.org","north99","MBFC","mixed","Left Bias","reliable"
"Now Magazine","Left","https://nowtoronto.com/","nowtoronto.com","nowtoronto","MBFC","high","Left Bias","reliable"
"Politizoom","Left","https://politizoom.com","politizoom.com","politizoom","MBFC","mixed","Left Bias","reliable"
"Popular Resistance","Left","https://popularresistance.org/","popularresistance.org","popularresistance","MBFC","mixed","Left Bias","reliable"
"The Progressive Frontier","Left","https://progressivefrontier.com","progressivefrontier.com","progressivefrontier","MBFC","mixed","Left Bias","reliable"
"Rantt Media","Left","https://rantt.com","rantt.com","rantt","MBFC","high","Left Bias","reliable"
"Shadow Proof","Left","https://shadowproof.com","shadowproof.com","shadowproof","MBFC","high","Left Bias","reliable"
"SocialistWorker.org","Left","https://socialistworker.org/","socialistworker.org","socialistworker","MBFC","high","Left Bias","reliable"
"Splinter","Left","https://splinternews.com","splinternews.com","splinternews","MBFC","mixed","Left Bias","reliable"
"The Florida Squeeze","Left","https://thefloridasqueeze.com/","thefloridasqueeze.com","thefloridasqueeze","MBFC","mixed","Left Bias","reliable"
"Guardians of Democracy","Left","https://theguardiansofdemocracy.com/","theguardiansofdemocracy.com","theguardiansofdemocracy","MBFC","mixed","Left Bias","reliable"
"The Outline","Left","https://theoutline.com/","theoutline.com","theoutline","MBFC","high","Left Bias","reliable"
"Real News Network","Left","https://therealnews.com/","therealnews.com","therealnews","MBFC","high","Left Bias","reliable"
"The Stern Facts","Left","https://thesternfacts.com/","thesternfacts.com","thesternfacts","MBFC","mixed","Left Bias","reliable"
"The Walrus","Left","https://thewalrus.ca/","thewalrus.ca","thewalrus","MBFC","high","Left Bias","reliable"
"Think Progress","Left","https://thinkprogress.org/","thinkprogress.org","thinkprogress","MBFC","mixed","Left Bias","reliable"
"Ring of Fire","Left","https://trofire.com/","trofire.com","trofire","MBFC","mixed","Left Bias","reliable"
"Young Turks","Left","https://tytnetwork.com/","tytnetwork.com","tytnetwork","MBFC","mostly factual","Left Bias","reliable"
"Verrit","Left","https://verrit.com","verrit.com","verrit","MBFC","high","Left Bias","reliable"
"Wear Your Voice","Left","https://wearyourvoicemag.com","wearyourvoicemag.com","wearyourvoicemag","MBFC","high","Left Bias","reliable"
"White House Watch","Left","https://whitehousewatch.com","whitehousewatch.com","whitehousewatch","MBFC","mixed","Left Bias","reliable"
"Who.What.Why","Left","https://whowhatwhy.org/","whowhatwhy.org","whowhatwhy","MBFC","mixed","Left Bias","reliable"
"Alliance for Justice (AFJ)","Left","https://www.afj.org/","www.afj.org","afj","MBFC","high","Left Bias","reliable"
"Aftonbladet","Left","https://www.aftonbladet.se","www.aftonbladet.se","aftonbladet","MBFC","mixed","Left Bias","reliable"
"The Austin Chronicle","Left","https://www.austinchronicle.com","www.austinchronicle.com","austinchronicle","MBFC","high","Left Bias","reliable"
"AutoStraddle","Left","https://www.autostraddle.com/","www.autostraddle.com","autostraddle","MBFC","high","Left Bias","reliable"
"Care2","Left","https://www.care2.com","www.care2.com","care2","MBFC","mixed","Left Bias","reliable"
"Change.org","Left","https://www.change.org/","www.change.org","change","MBFC","mixed","Left Bias","reliable"
"The Climate Reality Project","Left","https://www.climaterealityproject.org/","www.climaterealityproject.org","climaterealityproject","MBFC","high","Left Bias","reliable"
"Common Dreams","Left","https://www.commondreams.org/","www.commondreams.org","commondreams","MBFC","high","Left Bias","reliable"
"Dissent Magazine","Left","https://www.dissentmagazine.org/","www.dissentmagazine.org","dissentmagazine","MBFC","high","Left Bias","reliable"
"Electoral-Vote.com","Left","https://www.electoral-vote.com","www.electoral-vote.com","electoral-vote","MBFC","high","Left Bias","reliable"
"Fifth Estate","Left","https://www.fifthestate.org/","www.fifthestate.org","fifthestate","MBFC","high","Left Bias","reliable"
"Food and Water Watch","Left","https://www.foodandwaterwatch.org","www.foodandwaterwatch.org","foodandwaterwatch","MBFC","mixed","Left Bias","reliable"
"Foreign Policy Journal","Left","https://www.foreignpolicyjournal.com","www.foreignpolicyjournal.com","foreignpolicyjournal","MBFC","mixed","Left Bias","reliable"
"Good Magazine","Left","https://www.good.is/","www.good.is","good","MBFC","high","Left Bias","reliable"
"Green Left Weekly","Left","https://www.greenleft.org.au","www.greenleft.org.au","greenleft","MBFC","mixed","Left Bias","reliable"
"Haaretz","Left","https://www.haaretz.com/","www.haaretz.com","haaretz","MBFC","high","Left Bias","reliable"
"Inequality Media","Left","https://www.inequalitymedia.org/","www.inequalitymedia.org","inequalitymedia","MBFC","high","Left Bias","reliable"
"Jacobin","Left","https://www.jacobinmag.com/","www.jacobinmag.com","jacobinmag","MBFC","high","Left Bias","reliable"
"Informed Comment (Juan Cole)","Left","https://www.juancole.com","www.juancole.com","juancole","MBFC","high","Left Bias","reliable"
"LeftScoop","Left","https://www.leftscoop.com/","www.leftscoop.com","leftscoop","MBFC","mixed","Left Bias","reliable"
"Liberal Examiner","Left","https://www.liberalexaminer.com/","www.liberalexaminer.com","liberalexaminer","MBFC","mixed","Left Bias","reliable"
"Liberation News","Left","https://www.liberationnews.org/","www.liberationnews.org","liberationnews","MBFC","high","Left Bias","reliable"
"In Defence of Marxism","Left","https://www.marxist.com/","www.marxist.com","marxist","MBFC","high","Left Bias","reliable"
"Mediaite","Left","https://www.mediaite.com/","www.mediaite.com","mediaite","MBFC","mostly factual","Left Bias","reliable"
"Media Matters","Left","https://www.mediamatters.org","www.mediamatters.org","mediamatters","MBFC","high","Left Bias","reliable"
"Merry Jane","Left","https://www.merryjane.com/","www.merryjane.com","merryjane","MBFC","high","Left Bias","reliable"
"Middle East Monitor","Left","https://www.middleeastmonitor.com/","www.middleeastmonitor.com","middleeastmonitor","MBFC","mixed","Left Bias","reliable"
"New Statesman","Left","https://www.newstatesman.com","www.newstatesman.com","newstatesman","MBFC","high","Left Bias","reliable"
"New Yorker","Left","https://www.newyorker.com/","www.newyorker.com","newyorker","MBFC","high","Left Bias","reliable"
"Natural Resources Defense Council","Left","https://www.nrdc.org/","www.nrdc.org","nrdc","MBFC","mostly factual","Left Bias","reliable"
"Occupy.com","Left","https://www.occupy.com","www.occupy.com","occupy","MBFC","high","Left Bias","reliable"
"OpEdNews (OEN)","Left","https://www.opednews.com/","www.opednews.com","opednews","MBFC","mixed","Left Bias","reliable"
"Paste Magazine","Left","https://www.pastemagazine.com/","www.pastemagazine.com","pastemagazine","MBFC","high","Left Bias","reliable"
"Press Progress","Left","https://www.pressprogress.ca/","www.pressprogress.ca","pressprogress","MBFC","high","Left Bias","reliable"
"Queerty","Left","https://www.queerty.com","www.queerty.com","queerty","MBFC","high","Left Bias","reliable"
"Republic Report","Left","https://www.republicreport.org","www.republicreport.org","republicreport","MBFC","high","Left Bias","reliable"
"Resilience (Post Carbon Institute)","Left","https://www.resilience.org","www.resilience.org","resilience","MBFC","mixed","Left Bias","reliable"
"Salon","Left","https://www.salon.com","www.salon.com","salon","MBFC","mostly factual","Left Bias","reliable"
"Seventeen","Left","https://www.seventeen.com/","www.seventeen.com","seventeen","MBFC","high","Left Bias","reliable"
"Southern Poverty Law Center","Left","https://www.splcenter.org/","www.splcenter.org","splcenter","MBFC","high","Left Bias","reliable"
"St. Pete for Peace","Left","https://www.stpete4peace.org/","www.stpete4peace.org","stpete4peace","MBFC","mixed","Left Bias","reliable"
"The Texas Observer","Left","https://www.texasobserver.org","www.texasobserver.org","texasobserver","MBFC","high","Left Bias","reliable"
"The Daily Vox","Left","https://www.thedailyvox.co.za/","www.thedailyvox.co.za","thedailyvox","MBFC","high","Left Bias","reliable"
"The Dodo","Left","https://www.thedodo.com","www.thedodo.com","thedodo","MBFC","mixed","Left Bias","reliable"
"The Lily","Left","https://www.thelily.com/","www.thelily.com","thelily","MBFC","high","Left Bias","reliable"
"The London Economic","Left","https://www.thelondoneconomic.com","www.thelondoneconomic.com","thelondoneconomic","MBFC","mostly factual","Left Bias","reliable"
"The Mary Sue","Left","https://www.themarysue.com","www.themarysue.com","themarysue","MBFC","mixed","Left Bias","reliable"
"Being Liberal","Left","https://www.themaven.net/beingliberal","www.themaven.net","themaven","MBFC","mixed","Left Bias","reliable"
"The Monthly (Australia)","Left","https://www.themonthly.com.au/","www.themonthly.com.au","themonthly","MBFC","high","Left Bias","reliable"
"The Nation","Left","https://www.thenation.com/","www.thenation.com","thenation","MBFC","high","Left Bias","reliable"
"Upworthy","Left","https://www.upworthy.com/","www.upworthy.com","upworthy","MBFC","high","Left Bias","reliable"
"Vanity Fair","Left","https://www.vanityfair.com","www.vanityfair.com","vanityfair","MBFC","mostly factual","Left Bias","reliable"
"Yes Magazine","Left","https://www.yesmagazine.org","www.yesmagazine.org","yesmagazine","MBFC","high","Left Bias","reliable"
"Al Dia","Left","https://aldianews.com","aldianews.com","aldianews","MBFC","mixed","Left Bias","reliable"
"Alt News","Left","https://www.altnews.in","www.altnews.in","altnews","MBFC","high","Left Bias","reliable"
"America Blog","Left","http://americablog.com/","americablog.com","americablog","MBFC","high","Left Bias","reliable"
"American Oversight","Left","https://www.americanoversight.org","www.americanoversight.org","americanoversight","MBFC","mixed","Left Bias","reliable"
"Black America Web","Left","https://blackamericaweb.com/","blackamericaweb.com","blackamericaweb","MBFC","mostly factual","Left Bias","reliable"
"Black Main Street","Left","https://blackmainstreet.net/","blackmainstreet.net","blackmainstreet","MBFC","mostly factual","Left Bias","reliable"
"BoingBoing","Left","https://boingboing.net","boingboing.net","boingboing","MBFC","mixed","Left Bias","reliable"
"Canada Fact Check","Left","https://canadafactcheck.ca","canadafactcheck.ca","canadafactcheck","MBFC","mostly factual","Left Bias","reliable"
"Ceasefire Magazine","Left","https://ceasefiremagazine.co.uk/","ceasefiremagazine.co.uk","ceasefiremagazine","MBFC","high","Left Bias","reliable"
"Center for American Progress","Left","https://www.americanprogress.org/","www.americanprogress.org","americanprogress","MBFC","mostly factual","Left Bias","reliable"
"Center for Media and Democracy","Left","https://www.prwatch.org/","www.prwatch.org","prwatch","MBFC","high","Left Bias","reliable"
"China Internet Information Center","Left","http://www.china.org.cn/","www.china.org.cn","china","MBFC","mixed","Left Bias","reliable"
"Columbus Free Press","Left","https://columbusfreepress.com","columbusfreepress.com","columbusfreepress","MBFC","mixed","Left Bias","reliable"
"Comic Sands","Left","https://www.comicsands.com","www.comicsands.com","comicsands","MBFC","mixed","Left Bias","reliable"
"Cop Block","Left","http://www.copblock.org/","www.copblock.org","copblock","MBFC","mixed","Left Bias","reliable"
"Crikey","Left","https://www.crikey.com.au/","www.crikey.com.au","crikey","MBFC","high","Left Bias","reliable"
"Current Affairs","Left","https://www.currentaffairs.org/","www.currentaffairs.org","currentaffairs","MBFC","high","Left Bias","reliable"
"Daily Kos","Left","https://www.dailykos.com/","www.dailykos.com","dailykos","MBFC","mixed","Left Bias","reliable"
"Daily News Bin","Left","http://www.dailynewsbin.com/","www.dailynewsbin.com","dailynewsbin","MBFC","mixed","Left Bias","reliable"
"Daily Record (Scotland)","Left","http://www.dailyrecord.co.uk/","www.dailyrecord.co.uk","dailyrecord","MBFC","mixed","Left Bias","reliable"
"Daily Sound and Fury","Left","https://dailysoundandfury.com","dailysoundandfury.com","dailysoundandfury","MBFC","mixed","Left Bias","reliable"
"DeSmog","Left","https://www.desmogblog.com/","www.desmogblog.com","desmogblog","MBFC","high","Left Bias","reliable"
"DeadState","Left","https://deadstate.org/","deadstate.org","deadstate","MBFC","high","Left Bias","reliable"
"Deep South Voice","Left","https://deepsouthvoice.com/","deepsouthvoice.com","deepsouthvoice","MBFC","mixed","Left Bias","reliable"
"Democracy Guardian","Left","https://democracyguardian.com","democracyguardian.com","democracyguardian","MBFC","mostly factual","Left Bias","reliable"
"Democracy Journal","Left","https://democracyjournal.org/","democracyjournal.org","democracyjournal","MBFC","high","Left Bias","reliable"
"Deshabhimani","Left","https://www.deshabhimani.com/","www.deshabhimani.com","deshabhimani","MBFC","mixed","Left Bias","reliable"
"Detroit Metro","Left","https://www.metrotimes.com","www.metrotimes.com","metrotimes","MBFC","high","Left Bias","reliable"
"Earth First Journal","Left","http://earthfirstjournal.org/","earthfirstjournal.org","earthfirstjournal","MBFC","mixed","Left Bias","reliable"
"Egberto Willies","Left","https://egbertowillies.com/","egbertowillies.com","egbertowillies","MBFC","high","Left Bias","reliable"
"Elle Magazine","Left","www.elle.com","www.elle.com","elle","MBFC","mostly factual","Left Bias","reliable"
"FSTv (Freespeech.org)","Left","https://www.freespeech.org/","www.freespeech.org","freespeech","MBFC","mixed","Left Bias","reliable"
"Fifth Column News","Left","https://thefifthcolumnnews.com/","thefifthcolumnnews.com","thefifthcolumnnews","MBFC","mixed","Left Bias","reliable"
"Finnish News","Left","https://www.finnishnews.fi/","www.finnishnews.fi","finnishnews","MBFC","mostly factual","Left Bias","reliable"
"Freedom From Religion Foundation","Left","https://ffrf.org/","ffrf.org","ffrf","MBFC","mixed","Left Bias","reliable"
"Front Page Live","Left","https://www.frontpagelive.com","www.frontpagelive.com","frontpagelive","MBFC","mostly factual","Left Bias","reliable"
"Grasping Reality With Both Hands: Bradford Delong","Left","http://www.bradford-delong.com/","www.bradford-delong.com","bradford-delong","MBFC","high","Left Bias","reliable"
"Huffington Post","Left","https://www.huffpost.com/","www.huffpost.com","huffpost","MBFC","mixed","Left Bias","reliable"
"Human Rights Campaign","Left","https://www.hrc.org","www.hrc.org","hrc","MBFC","high","Left Bias","reliable"
"It’s Going Down","Left","https://itsgoingdown.org/","itsgoingdown.org","itsgoingdown","MBFC","mixed","Left Bias","reliable"
"JoeBiden.com","Left","https://joebiden.com/","joebiden.com","joebiden","MBFC","mostly factual","Left Bias","reliable"
"LA Weekly","Left","https://www.laweekly.com/","www.laweekly.com","laweekly","MBFC","mixed","Left Bias","reliable"
"Little Green Footballs","Left","http://littlegreenfootballs.com/","littlegreenfootballs.com","littlegreenfootballs","MBFC","high","Left Bias","reliable"
"MeidasTouch","Left","https://www.meidastouch.com/","www.meidastouch.com","meidastouch","MBFC","mixed","Left Bias","reliable"
"News Hounds","Left","https://www.newshounds.us/","www.newshounds.us","newshounds","MBFC","mixed","Left Bias","reliable"
"Out Magazine","Left","https://www.out.com","www.out.com","out","MBFC","high","Left Bias","reliable"
"PINAC","Left","https://newsmaven.io/pinacnews","newsmaven.io","newsmaven","MBFC","high","Left Bias","reliable"
"Political Tribune (politicaltribune.org) (Formerly DC Tribune)","Left","https://politicaltribune.org/","politicaltribune.org","politicaltribune","MBFC","mixed","Left Bias","reliable"
"PoliticusUsa","Left","https://www.politicususa.com","www.politicususa.com","politicususa","MBFC","mixed","Left Bias","reliable"
"Popular Information","Left","https://popular.info","popular.info","popular","MBFC","high","Left Bias","reliable"
"Progressive Change Campaign Committee","Left","https://www.boldprogressives.org/","www.boldprogressives.org","boldprogressives","MBFC","mixed","Left Bias","reliable"
"ReWire.news","Left","https://rewirenewsgroup.com/","rewirenewsgroup.com","rewirenewsgroup","MBFC","high","Left Bias","reliable"
"Refinery29","Left","https://www.refinery29.com/","www.refinery29.com","refinery29","MBFC","mostly factual","Left Bias","reliable"
"ShareBlue","Left","https://shareblue.com/","shareblue.com","shareblue","MBFC","mixed","Left Bias","reliable"
"Shondaland","Left","https://www.shondaland.com/","www.shondaland.com","shondaland","MBFC","mostly factual","Left Bias","reliable"
"Sludge","Left","https://readsludge.com/","readsludge.com","readsludge","MBFC","high","Left Bias","reliable"
"Smirking Chimp","Left","http://www.smirkingchimp.com/","www.smirkingchimp.com","smirkingchimp","MBFC","high","Left Bias","reliable"
"Source Politics","Left","https://www.sourcepolitics.com","www.sourcepolitics.com","sourcepolitics","MBFC","mixed","Left Bias","reliable"
"Teen Vogue","Left","https://www.teenvogue.com","www.teenvogue.com","teenvogue","MBFC","mostly factual","Left Bias","reliable"
"Telesur","Left","http://www.telesurtv.net/english/","www.telesurtv.net","telesurtv","MBFC","mixed","Questionable","questionable"
"The Advocate","Left","https://www.advocate.com","www.advocate.com","advocate","MBFC","high","Left Bias","reliable"
"The Cut","Left","https://www.thecut.com/","www.thecut.com","thecut","MBFC","mostly factual","Left Bias","reliable"
"The Daily 49er","Left","http://www.daily49er.com/","www.daily49er.com","daily49er","MBFC","high","Left Bias","reliable"
"The Ghion Journal","Left","https://ghionjournal.com","ghionjournal.com","ghionjournal","MBFC","mostly factual","Left Bias","reliable"
"The Improper Magazine","Left","https://www.theimproper.com","www.theimproper.com","theimproper","MBFC","high","Left Bias","reliable"
"The Intellectualist","Left","https://mavenroundtable.io/theintellectualist/","mavenroundtable.io","mavenroundtable","MBFC","mixed","Left Bias","reliable"
"The Palestine Chronicle","Left","https://www.palestinechronicle.com","www.palestinechronicle.com","palestinechronicle","MBFC","high","Left Bias","reliable"
"The Source Newspaper (La Source)","Left","http://thelasource.com/en/","thelasource.com","thelasource","MBFC","high","Left Bias","reliable"
"The Washington Spectator","Left","https://washingtonspectator.org/","washingtonspectator.org","washingtonspectator","MBFC","high","Left Bias","reliable"
"The Week (US)","Left","https://theweek.com/","theweek.com","theweek","MBFC","mostly factual","Left-Center Bias","reliable"
"The World Can’t Wait","Left","https://worldcantwait.net/","worldcantwait.net","worldcantwait","MBFC","high","Left Bias","reliable"
"Them.us","Left","https://www.them.us/","www.them.us","them","MBFC","high","Left Bias","reliable"
"This Magazine","Left","https://this.org/","this.org","this","MBFC","mostly factual","Left Bias","reliable"
"TreeHugger","Left","https://www.treehugger.com/","www.treehugger.com","treehugger","MBFC","high","Left Bias","reliable"
"TruthDig","Left","https://www.truthdig.com/","www.truthdig.com","truthdig","MBFC","high","Left Bias","reliable"
"TruthOut","Left","https://truthout.org/","truthout.org","truthout","MBFC","mixed","Left Bias","reliable"
"Vox","Left","https://www.vox.com/","www.vox.com","vox","MBFC","mostly factual","Left Bias","reliable"
"Washington Daily Wire","Left","http://www.washingtondailywire.com","www.washingtondailywire.com","washingtondailywire","MBFC","mixed","Left Bias","reliable"
"Washingtonian","Left","https://www.washingtonian.com/","www.washingtonian.com","washingtonian","MBFC","high","Left Bias","reliable"
"We Hunted the Mammoth","Left","http://www.wehuntedthemammoth.com/","www.wehuntedthemammoth.com","wehuntedthemammoth","MBFC","high","Left Bias","reliable"
"Z Magazine","Left","https://zcomm.org/zmag/","zcomm.org","zcomm","MBFC","high","Left Bias","reliable"
"Truth Theory","Left","truththeory.com","truththeory.com","truththeory","MBFC","high","Left Bias","reliable"
"Ecowatch","Left","www.ecowatch.com","www.ecowatch.com","ecowatch","MBFC","high","Left Bias","reliable"
"The Fucking News","Left","www.thefingnews.com","www.thefingnews.com","thefingnews","MBFC","high","Left Bias","reliable"
"Blue Nation Review","Left","http://bluenationreview.com/","bluenationreview.com","bluenationreview","MBFC","mixed","Left Bias","reliable"
"The Auburn Citizen","least","http://auburnpub.com/","auburnpub.com","auburnpub","MBFC","high","Least Biased","reliable"
"Bismarck Tribune","least","http://bismarcktribune.com","bismarcktribune.com","bismarcktribune","MBFC","high","Least Biased","reliable"
"BNO News","least","http://bnonews.com/","bnonews.com","bnonews","MBFC","high","Least Biased","reliable"
"The Sentinel (Pennsylvania)","least","http://cumberlink.com","cumberlink.com","cumberlink","MBFC","high","Least Biased","reliable"
"Albany Democrat-Herald","least","http://democratherald.com","democratherald.com","democratherald","MBFC","high","Least Biased","reliable"
"Bbarta24","least","http://en.bbarta24.net/","en.bbarta24.net","bbarta24","MBFC","mixed","Questionable","questionable"
"Globe Gazette (Iowa)","least","http://globegazette.com","globegazette.com","globegazette","MBFC","high","Least Biased","reliable"
"Group of Thirty","least","http://group30.org/","group30.org","group30","MBFC","high","Least Biased","reliable"
"Independent Record (Montana)","least","http://helenair.com","helenair.com","helenair","MBFC","high","Least Biased","reliable"
"Wisconsin State Journal","least","http://host.madison.com/wsj/","host.madison.com","madison","MBFC","high","Least Biased","reliable"
"Florida Times Union","least","http://jacksonville.com/","jacksonville.com","jacksonville","MBFC","high","Least Biased","reliable"
"Lincoln Journal Star","least","http://journalstar.com/","journalstar.com","journalstar","MBFC","high","Least Biased","reliable"
"Justice Denied","least","http://justicedenied.org","justicedenied.org","justicedenied","MBFC","high","Least Biased","reliable"
"Kaiser Family Foundation","least","http://kff.org/","kff.org","kff","MBFC","high","Least Biased","reliable"
"News Channel 4 (KFOR.com)","least","http://kfor.com/","kfor.com","kfor","MBFC","high","Least Biased","reliable"
"Know Your Meme","least","http://knowyourmeme.com/","knowyourmeme.com","knowyourmeme","MBFC","high","Least Biased","reliable"
"Lompoc Record","least","http://lompocrecord.com/","lompocrecord.com","lompocrecord","MBFC","high","Least Biased","reliable"
"Times-News (Idaho)","least","http://magicvalley.com/","magicvalley.com","magicvalley","MBFC","high","Least Biased","reliable"
"The Meme Policeman","least","http://memepoliceman.com/","memepoliceman.com","memepoliceman","MBFC","high","Least Biased","reliable"
"Mental Floss","least","http://mentalfloss.com/","mentalfloss.com","mentalfloss","MBFC","high","Least Biased","reliable"
"Merion West","least","http://merionwest.com/","merionwest.com","merionwest","MBFC","high","Least Biased","reliable"
"Missoulian","least","http://missoulian.com/","missoulian.com","missoulian","MBFC","high","Least Biased","reliable"
"Montana Standard","least","http://mtstandard.com","mtstandard.com","mtstandard","MBFC","high","Least Biased","reliable"
"Napa Valley Register","least","http://napavalleyregister.com","napavalleyregister.com","napavalleyregister","MBFC","high","Least Biased","reliable"
"ERR News (Estonia Public Broadcasting)","least","http://news.err.ee","news.err.ee","err","MBFC","high","Least Biased","reliable"
"Harvard Gazette","least","http://news.harvard.edu/gazette/","news.harvard.edu","harvard","MBFC","high","Least Biased","reliable"
"Oil Price","least","http://oilprice.com/","oilprice.com","oilprice","MBFC","high","Least Biased","reliable"
"The Outlook (Monmouth University)","least","http://outlook.monmouth.edu/","outlook.monmouth.edu","monmouth","MBFC","high","Least Biased","reliable"
"The Post Star","least","http://poststar.com","poststar.com","poststar","MBFC","high","Least Biased","reliable"
"PR Newswire","least","http://prnewswire.mediaroom.com/","prnewswire.mediaroom.com","mediaroom","MBFC","high","Least Biased","reliable"
"Quad City Times","least","http://qctimes.com/","qctimes.com","qctimes","MBFC","high","Least Biased","reliable"
"Rapid City Journal","least","http://rapidcityjournal.com","rapidcityjournal.com","rapidcityjournal","MBFC","high","Least Biased","reliable"
"Reporters Lab","least","http://reporterslab.org/","reporterslab.org","reporterslab","MBFC","very high","Least Biased","reliable"
"Santa Maria Times","least","http://santamariatimes.com","santamariatimes.com","santamariatimes","MBFC","high","Least Biased","reliable"
"Science Debate","least","http://sciencedebate.org/","sciencedebate.org","sciencedebate","MBFC","very high","Least Biased","reliable"
"Sioux City Journal","least","http://siouxcityjournal.com/","siouxcityjournal.com","siouxcityjournal","MBFC","high","Least Biased","reliable"
"Spectrum Report","least","http://spectrumreport.com","spectrumreport.com","spectrumreport","MBFC","mixed","Least Biased","reliable"
"Stimson Center","least","http://stimson.org/","stimson.org","stimson","MBFC","high","Least Biased","reliable"
"Task and Purpose","least","http://taskandpurpose.com/","taskandpurpose.com","taskandpurpose","MBFC","high","Least Biased","reliable"
"The Diplomat Magazine","least","http://thediplomat.com/","thediplomat.com","thediplomat","MBFC","high","Least Biased","reliable"
"The Hill","least","http://thehill.com/","thehill.com","thehill","MBFC","mostly factual","Least Biased","reliable"
"The Southern Illinoisan","least","http://thesouthern.com","thesouthern.com","thesouthern","MBFC","high","Least Biased","reliable"
"The Times and Democrat","least","http://thetandd.com","thetandd.com","thetandd","MBFC","high","Least Biased","reliable"
"Times of San Diego","least","http://timesofsandiego.com/","timesofsandiego.com","timesofsandiego","MBFC","high","Least Biased","reliable"
"Casper Star-Tribune","least","http://trib.com","trib.com","trib","MBFC","high","Least Biased","reliable"
"Truth Be Told","least","http://truthbetold.news/","truthbetold.news","truthbetold","MBFC","high","Least Biased","reliable"
"BlastingNews","least","http://us.blastingnews.com/","us.blastingnews.com","blastingnews","MBFC","high","Least Biased","reliable"
"Vera Files","least","http://verafiles.org","verafiles.org","verafiles","MBFC","very high","Least Biased","reliable"
"Vote Smart","least","http://votesmart.org/","votesmart.org","votesmart","MBFC","high","Least Biased","reliable"
"War on the Rocks","least","http://warontherocks.com/","warontherocks.com","warontherocks","MBFC","high","Least Biased","reliable"
"World News","least","http://wn.com/","wn.com","wn","MBFC","mostly factual","Least Biased","reliable"
"World Press Review","least","http://worldpress.org/","worldpress.org","worldpress","MBFC","very high","Least Biased","reliable"
"680 News","least","http://www.680news.com/","www.680news.com","680news","MBFC","high","Least Biased","reliable"
"Africa News","least","http://www.africanews.com/","www.africanews.com","africanews","MBFC","mostly factual","Left-Center Bias","reliable"
"Alabama Political Reporter","least","http://www.alreporter.com","www.alreporter.com","alreporter","MBFC","high","Least Biased","reliable"
"American Heritage","least","http://www.americanheritage.com","www.americanheritage.com","americanheritage","MBFC","high","Least Biased","reliable"
"Agenzia Nazionale Stampa Associata (ANSA)","least","http://www.ansa.it","www.ansa.it","ansa","MBFC","high","Least Biased","reliable"
"Asia Times","least","http://www.atimes.com/","www.atimes.com","atimes","MBFC","high","Least Biased","reliable"
"Bangkok Post","least","http://www.bangkokpost.com/","www.bangkokpost.com","bangkokpost","MBFC","high","Least Biased","reliable"
"Belfer Center for Science and International Affairs","least","http://www.belfercenter.org/","www.belfercenter.org","belfercenter","MBFC","high","Least Biased","reliable"
"Better Government Association","least","http://www.bettergov.org/","www.bettergov.org","bettergov","MBFC","high","Least Biased","reliable"
"Bridge Magazine","least","http://www.bridgemi.com","www.bridgemi.com","bridgemi","MBFC","high","Left-Center Bias","reliable"
"Bullshido","least","http://www.bullshido.net/","www.bullshido.net","bullshido","MBFC","high","Least Biased","reliable"
"Cape Cod Times","least","http://www.capecodtimes.com","www.capecodtimes.com","capecodtimes","MBFC","high","Least Biased","reliable"
"Castanet","least","http://www.castanet.net/","www.castanet.net","castanet","MBFC","high","Least Biased","reliable"
"Council on Foreign Relations","least","http://www.cfr.org/","www.cfr.org","cfr","MBFC","high","Least Biased","reliable"
"Chinook Observer","least","http://www.chinookobserver.com","www.chinookobserver.com","chinookobserver","MBFC","high","Least Biased","reliable"
"Concord Monitor","least","http://www.concordmonitor.com","www.concordmonitor.com","concordmonitor","MBFC","high","Least Biased","reliable"
"Canadian Public Affairs Channel (CPAC)","least","http://www.cpac.ca/","www.cpac.ca","cpac","MBFC","high","Least Biased","reliable"
"Christian Science Monitor","least","http://www.csmonitor.com/","www.csmonitor.com","csmonitor","MBFC","high","Least Biased","reliable"
"CTV News","least","http://www.ctvnews.ca/","www.ctvnews.ca","ctvnews","MBFC","high","Least Biased","reliable"
"Daily Business Review","least","http://www.dailybusinessreview.com/","www.dailybusinessreview.com","dailybusinessreview","MBFC","high","Least Biased","reliable"
"The Daily Progress","least","http://www.dailyprogress.com","www.dailyprogress.com","dailyprogress","MBFC","high","Least Biased","reliable"
"Daily Record","least","http://www.dailyrecord.com/","www.dailyrecord.com","dailyrecord","MBFC","high","Least Biased","reliable"
"Darien Times","least","http://www.darientimes.com/","www.darientimes.com","darientimes","MBFC","high","Least Biased","reliable"
"Defense One","least","http://www.defenseone.com/","www.defenseone.com","defenseone","MBFC","high","Least Biased","reliable"
"Des Moines Register","least","http://www.desmoinesregister.com/","www.desmoinesregister.com","desmoinesregister","MBFC","high","Least Biased","reliable"
"DifferenceBetween.net","least","http://www.differencebetween.net","www.differencebetween.net","differencebetween","MBFC","very high","Least Biased","reliable"
"Digital Journal","least","http://www.digitaljournal.com","www.digitaljournal.com","digitaljournal","MBFC","high","Least Biased","reliable"
